id,label_0,label_1,label_2
00005a3efe934a19adc0b69b05faeae7,0.5378279,0.45871288,0.0034592464
0009dc82c41341d794837271d4dbff5f,0.010919224,0.98441446,0.0046663457
000f3763b6074588817c9ab90a22a814,0.0028585822,0.96918476,0.027956687
00117934dbe240068c95b6d04b08eea7,0.0055871205,0.9916706,0.0027422972
0014cef5ccfa43b3a6b20162a03763fa,0.14637314,0.06347731,0.7901495
0015fb20dbd54d249a50559789f43c52,0.6973699,0.29825583,0.004374275
002a0b77fded4ae1abaa8ed9f2ad0824,0.95974314,0.011063887,0.029192898
002c023ddb7343fdb8b3652ace2ded15,0.071024016,0.92063665,0.00833939
002daa98e1b240679212a1b7a0402996,0.012072368,0.06678495,0.9211427
00305089bee5422ca2423176c448e91a,0.0019335181,0.0025297368,0.9955368
00326db52586478f80d3c23908b32c69,0.019534219,0.97797066,0.0024951177
0035484c19a94cbb96d9e552cfddf43d,0.004482125,0.0019814186,0.99353653
00369ae2c2d94f28a0912d6166e05ef3,0.0016497176,0.0022474523,0.9961028
004034b54f0340f7b3fa5265c5921ba2,0.0030543157,0.0021686016,0.9947771
0046be86e6a14b30ae7aa09b5a61bace,0.12674601,0.8705456,0.0027083685
005602f337e44d1f96afecc6c65b8a66,0.030785516,0.72079873,0.24841577
00562b5dfb8a4e4db3a958cd3488583a,0.7391711,0.25601804,0.004810866
0066cf2839b943689cc059e775be6ec4,0.0026003483,0.9955201,0.001879549
006789970e694f82a62a72f85c16dc48,0.003363807,0.9948271,0.0018090272
0068ad4e79c140cfa9e2534415bb9134,0.004444666,0.0019654522,0.9935899
0073c20837eb406dbe4c497015e1ccea,0.00833783,0.9899087,0.0017534404
007da0014e584743b1ffbbddc4376520,0.0043185516,0.9929999,0.00268151
008e5bbd2bc548e4bd0948f64cd881c3,0.004652002,0.044650085,0.95069784
00902cb2409b4ea5a0cf3f43e53bb5bb,0.002674557,0.0025885156,0.99473685
009bbefa36bf48c7b6f54423b9e16675,0.0013081348,0.0028639934,0.99582785
009f3de0b6e6485197526d6672d3b4d3,0.0029091497,0.0026728201,0.994418
00a9e3be90544e748c117ff8e364369e,0.95839643,0.03744678,0.0041568093
00cca63aee8e4af5a60fbbfa9d3fbb68,0.0024325254,0.996132,0.0014354241
00e0421bb7e94477bc9eec08e5c4af65,0.0078083924,0.011203079,0.98098844
00f3ff6192094cdbb0ba23cd0f443ebc,0.0022526733,0.009574126,0.9881732
00f70776dd6c407a8c9e8924c0f7cdb9,0.01887084,0.9620013,0.019127848
00fa4c4c1fac42a3ac758b02266dc97e,0.0012261387,0.0034964536,0.9952774
01050f001aa543f79544021a58578ffa,0.004336701,0.98638445,0.009278882
012e9533b8f544a8a36f24dcdc0df7ac,0.006121476,0.43411887,0.5597596
013714ba1e7b4c069bf18b5e9ad214fe,0.011882033,0.9837104,0.0044075996
013b273f0512428d94b30c7256858ffc,0.0016283531,0.002899887,0.9954717
013b4d9b68984824aea96b5e5d7cc140,0.69470567,0.30194634,0.003347956
013d2f5b15bf4bcaa29239ef7b1c1d8e,0.008700757,0.98923326,0.0020659778
013ea9bac7354b11a792826d9f7cde6f,0.29556906,0.056723528,0.64770734
014463a583a94fcfa61c3af185ad8d55,0.0014833524,0.004229429,0.9942872
0144ad745448456b9099483a0956f3af,0.0030255504,0.9915547,0.0054197456
01458ff5d3704ace8c4fd5b4716cbfcf,0.004457326,0.06425683,0.9312858
015353d2fefb4761bcc86af0b0866917,0.0011702804,0.0031983254,0.99563146
015bedbe1b4347618b6705f3e1c1c2a3,0.046082087,0.05903641,0.8948814
016120c239f547ea8881ab632ddd03bb,0.960036,0.031273838,0.008690175
01748ddc019c4e14b7476c9bf9b371d0,0.0024241905,0.995359,0.002216769
017e91d75654466e8d471653f84b1c79,0.0033922591,0.99303883,0.0035689473
0191771b781d44d984954e214d5b062f,0.011058727,0.45956212,0.5293792
0191d6be2e8a402db2580d189b37feaf,0.0012147982,0.0042913524,0.9944938
01a2558ca6724dd6b6a12bbf03c9404b,0.0028001994,0.0024260252,0.9947738
01a4a1b49b334171abfe6fa776e5e32a,0.007883365,0.9903183,0.0017983784
01ad9dc8231d44f5917eea31fac340ad,0.0026762951,0.010755928,0.98656774
01c355a3dc924c9c95e2bc4b667dcdd4,0.0026840155,0.0028202457,0.9944957
01c36b12fbef44ab9fa6c7b24845085e,0.0023718872,0.9833891,0.014238954
01c45e1e15b94dbeaefd915bd6c8fc22,0.0053998553,0.9890398,0.005560416
01c8a2a3aac942c9a1ba41f0bf09593d,0.003103968,0.9954324,0.0014636896
01cbc0a92e604efb889be4a7df8ec594,0.3024013,0.69471794,0.0028807344
01cf4f5ca5524bd69d86b13308688295,0.0022289813,0.002075046,0.99569595
01d346d004d04e0a89a56027dcb05994,0.1316682,0.8637161,0.0046157157
01e0b7945b6f42658a871bb9b902796a,0.0025193875,0.001973833,0.99550676
01ec4a8071104d41840b8352a1b2ee70,0.7318549,0.26306078,0.005084272
01f069fcebdd44afbae4a3734fa69190,0.009828053,0.9873354,0.0028364877
01f59c1a722441a2a81f4e87090a99e6,0.24796075,0.74821746,0.0038217504
01f9ee66df4b41bf97b3dd2e7468a652,0.0032065627,0.99522674,0.0015666574
01faf6cc4f4e4b809263f7a10fee3d59,0.014927869,0.9828646,0.0022074704
01fdb4f03ca9438881642ad90b4b5628,0.0019772197,0.9850708,0.012952
020f1d0fbbf64fa5a52b517f208a372d,0.33176914,0.66025996,0.007970888
020ff14f386645aaa1abb6e78cbca454,0.0026366047,0.9954947,0.0018686479
0213aa08bc6a45ab8a50422c971c3a95,0.0028773858,0.0026364103,0.9944863
021b50be5c714739a4d5ac46567c03f2,0.9630104,0.032264274,0.004725355
022de0bf63ec45c4b5b49d728fa219e2,0.8081905,0.18556003,0.0062494003
02504994ac784bf789c8a837c145e612,0.0036841787,0.059441335,0.93687457
0257970807c740988cc460ddfb1a24c4,0.0037669572,0.0020374262,0.99419564
02582800c9f9412896533116c3d24bec,0.0018965227,0.007414923,0.99068844
0259a4df7d7a4c80a12a259f9618f1c7,0.0048751365,0.014503694,0.98062116
025ce723f6d14428b938cd8e626eea2b,0.003343886,0.0025752436,0.99408084
02633da1f54e4ef6989b9d0ed6a197f0,0.022145739,0.973982,0.0038722893
026928bb2e5f4e1391fe7965ce949ebf,0.584707,0.41248828,0.0028047014
0269bd5f896e414885745a65497fc85f,0.0025127984,0.9809692,0.016518058
026a9daf8389440e9d2703622bcde8e7,0.0016417919,0.0070281676,0.99133
0274e480a84a4e10a3c4664b814474dc,0.0029212444,0.005273999,0.9918047
0275f2df2e724bdab43c836309458992,0.009170465,0.9882063,0.0026231573
02777c458f37456eb044aee338527659,0.21332484,0.7810155,0.0056596515
027da5daf229409dbb4f2530f050b0d7,0.8649083,0.12703118,0.008060567
02966f301b034d609497ac60601880b4,0.0018164094,0.99279153,0.005392095
02a133b741094341a5facb231bb94437,0.0013477823,0.010780974,0.98787117
02a264f3076e4079904ab4391df3690e,0.003392844,0.98491144,0.011695728
02a2f7e7236c494fb24a8161cbc6d8d2,0.0018147433,0.0061147003,0.9920705
02af201cde4d4c62b7b28e3f54bb8d17,0.97363687,0.01379614,0.012567004
02b9d533879947a5a1b855092b763b66,0.0011785231,0.009938334,0.9888832
02c35b9a4a724bf992b171107acb8388,0.01745299,0.9802335,0.002313535
02cec51cb968463a98845a6dfbdeacf5,0.019765709,0.41287336,0.56736094
02ee82f4e9bb49a0b87361dcff6fb1d0,0.63531965,0.3547559,0.0099244835
02f22388bb324f088bab36433abd008a,0.0027442318,0.0032062966,0.99404955
02f2431c7f9f4acb91407c7df33c199d,0.2386877,0.7577903,0.0035219304
02fcab7c883d4a5f888e8906b6cf1c4a,0.08041777,0.050529994,0.8690522
03073ff3f9784af59a8843e35ad83f5c,0.9428626,0.049598962,0.0075384458
03083e7bc95b44e5b73232ed73f9d117,0.04830645,0.9225292,0.029164277
030b1eb99b5d4a85883b6004ac2240e6,0.001446562,0.0031879968,0.9953655
0339573530ed40898b95cfa0cea30989,0.004540349,0.9939096,0.001550014
033f3c91e0b64e3fb893de15fd2def15,0.96109056,0.02357757,0.015331936
033fd8e66f7241968dbd6e90b59f7be6,0.0009383028,0.0046805004,0.9943811
0346601976574857b137c8ab05d91cfb,0.0028803681,0.98925924,0.0078603225
034b48ee51c1438ea6420a889e0380ff,0.0020205148,0.9892671,0.008712339
03837c890e7f4cc593835d4456833c60,0.0014462093,0.0026401028,0.9959137
038a94e373ee474ba6e9c8c78fa2dcb3,0.92830133,0.05199563,0.019703114
03979c2eeaa64b029601abbab45445a8,0.89377135,0.09919304,0.0070356294
03b9bda4ee794617a2560b58987af79c,0.971106,0.013816804,0.015077224
03be3376848c41cc83e0ce417031ca8f,0.021526622,0.96640366,0.012069664
03c3cc9184534394b8a103fff8d4beb6,0.037713658,0.9519031,0.010383252
03c7943970624c23ae6ea40c500304ee,0.0022566845,0.9946567,0.0030867036
03c905e774674216aa16b7dba1593f13,0.86096096,0.10930037,0.029738693
03ccdf87cb244bfeacfca0fba7f0591d,0.1524098,0.010482829,0.8371074
03ceb007b67841cf829ea7561b6c4f4c,0.004632812,0.9889979,0.0063693146
03d7b68202b4453a8656bed825601e86,0.0036087676,0.068629995,0.9277612
03d8c2226d3a47a797502ed2303e70e4,0.0034790898,0.9951337,0.0013872102
03da7322b818416dbaa8508ac32d8f13,0.94456935,0.016022356,0.039408218
03e637391a794cda86ec1a3572c8add0,0.04456899,0.95325154,0.0021794157
040c9f8433b740149493ad4d9ba0bcdd,0.83752227,0.15765618,0.0048215776
040d1c5845444b43be4f6d3160019f8b,0.0086125005,0.97763264,0.01375485
