id,label_0,label_1,label_2
00005a3efe934a19adc0b69b05faeae7,0.74012303,0.25290108,0.0069758794
0009dc82c41341d794837271d4dbff5f,0.019272627,0.9562146,0.024512721
000f3763b6074588817c9ab90a22a814,0.0060327756,0.91827786,0.07568936
00117934dbe240068c95b6d04b08eea7,0.011124485,0.9794917,0.009383779
0014cef5ccfa43b3a6b20162a03763fa,0.15656266,0.4336699,0.40976742
0015fb20dbd54d249a50559789f43c52,0.53407663,0.4560868,0.00983653
002a0b77fded4ae1abaa8ed9f2ad0824,0.8872964,0.022606188,0.09009747
002c023ddb7343fdb8b3652ace2ded15,0.022520335,0.9422891,0.035190616
002daa98e1b240679212a1b7a0402996,0.027067337,0.55502856,0.4179041
00305089bee5422ca2423176c448e91a,0.0038359948,0.008589313,0.98757464
00326db52586478f80d3c23908b32c69,0.028723307,0.96615046,0.005126285
0035484c19a94cbb96d9e552cfddf43d,0.0061627557,0.006556598,0.98728067
00369ae2c2d94f28a0912d6166e05ef3,0.0034775496,0.007871407,0.98865104
004034b54f0340f7b3fa5265c5921ba2,0.00543249,0.0071933693,0.9873741
0046be86e6a14b30ae7aa09b5a61bace,0.12160922,0.8730956,0.005295153
005602f337e44d1f96afecc6c65b8a66,0.009933196,0.30449975,0.685567
00562b5dfb8a4e4db3a958cd3488583a,0.55704,0.43164372,0.0113162575
0066cf2839b943689cc059e775be6ec4,0.0073548076,0.98609537,0.006549757
006789970e694f82a62a72f85c16dc48,0.008290786,0.9862751,0.0054340633
0068ad4e79c140cfa9e2534415bb9134,0.004609058,0.0061191553,0.98927176
0073c20837eb406dbe4c497015e1ccea,0.006634269,0.9866737,0.006692002
007da0014e584743b1ffbbddc4376520,0.0104249995,0.9817058,0.007869202
008e5bbd2bc548e4bd0948f64cd881c3,0.0028904008,0.040049274,0.95706034
00902cb2409b4ea5a0cf3f43e53bb5bb,0.0033085344,0.0106294155,0.9860621
009bbefa36bf48c7b6f54423b9e16675,0.0027886431,0.008910524,0.9883008
009f3de0b6e6485197526d6672d3b4d3,0.003854043,0.012316529,0.98382944
00a9e3be90544e748c117ff8e364369e,0.9380992,0.046890054,0.01501071
00cca63aee8e4af5a60fbbfa9d3fbb68,0.006470348,0.98870987,0.004819761
00e0421bb7e94477bc9eec08e5c4af65,0.0058610076,0.019009467,0.9751295
00f3ff6192094cdbb0ba23cd0f443ebc,0.0050446754,0.010078455,0.9848769
00f70776dd6c407a8c9e8924c0f7cdb9,0.027136873,0.8997909,0.07307224
00fa4c4c1fac42a3ac758b02266dc97e,0.003156983,0.023156123,0.97368693
01050f001aa543f79544021a58578ffa,0.007138936,0.92366546,0.06919559
012e9533b8f544a8a36f24dcdc0df7ac,0.009740153,0.36520353,0.62505627
013714ba1e7b4c069bf18b5e9ad214fe,0.011098474,0.9563424,0.03255908
013b273f0512428d94b30c7256858ffc,0.002897292,0.013176995,0.9839258
013b4d9b68984824aea96b5e5d7cc140,0.31046838,0.6847493,0.004782358
013d2f5b15bf4bcaa29239ef7b1c1d8e,0.012266802,0.98135304,0.0063801734
013ea9bac7354b11a792826d9f7cde6f,0.028799554,0.07293952,0.8982609
014463a583a94fcfa61c3af185ad8d55,0.003968416,0.0815986,0.91443294
0144ad745448456b9099483a0956f3af,0.005537664,0.9647253,0.029737033
01458ff5d3704ace8c4fd5b4716cbfcf,0.006979354,0.1447783,0.84824234
015353d2fefb4761bcc86af0b0866917,0.0027021763,0.009166291,0.9881315
015bedbe1b4347618b6705f3e1c1c2a3,0.15663329,0.32715374,0.51621294
016120c239f547ea8881ab632ddd03bb,0.85567456,0.12897153,0.015353922
01748ddc019c4e14b7476c9bf9b371d0,0.0058743744,0.9876918,0.006433831
017e91d75654466e8d471653f84b1c79,0.008068866,0.9831387,0.00879244
0191771b781d44d984954e214d5b062f,0.0090191495,0.25063914,0.7403416
0191d6be2e8a402db2580d189b37feaf,0.0032222206,0.049522035,0.94725573
01a2558ca6724dd6b6a12bbf03c9404b,0.004413374,0.0069882376,0.98859835
01a4a1b49b334171abfe6fa776e5e32a,0.010293118,0.9825266,0.007180195
01ad9dc8231d44f5917eea31fac340ad,0.0026783226,0.014750901,0.9825708
01c355a3dc924c9c95e2bc4b667dcdd4,0.0039660996,0.00904812,0.98698574
01c36b12fbef44ab9fa6c7b24845085e,0.0073843026,0.93781775,0.054797944
01c45e1e15b94dbeaefd915bd6c8fc22,0.016584178,0.9662125,0.017203258
01c8a2a3aac942c9a1ba41f0bf09593d,0.0073444312,0.9882367,0.0044188206
01cbc0a92e604efb889be4a7df8ec594,0.312043,0.68271136,0.005245673
01cf4f5ca5524bd69d86b13308688295,0.0048997113,0.0072644446,0.9878358
01d346d004d04e0a89a56027dcb05994,0.09192259,0.8999989,0.008078501
01e0b7945b6f42658a871bb9b902796a,0.0030158688,0.008059347,0.9889248
01ec4a8071104d41840b8352a1b2ee70,0.43480533,0.5529427,0.012251938
01f069fcebdd44afbae4a3734fa69190,0.023814563,0.9618151,0.014370334
01f59c1a722441a2a81f4e87090a99e6,0.3433747,0.65023667,0.0063886144
01f9ee66df4b41bf97b3dd2e7468a652,0.0057390197,0.98518664,0.009074362
01faf6cc4f4e4b809263f7a10fee3d59,0.019746387,0.9745106,0.005743036
01fdb4f03ca9438881642ad90b4b5628,0.0039119716,0.95749676,0.038591295
020f1d0fbbf64fa5a52b517f208a372d,0.18924116,0.7940804,0.01667844
020ff14f386645aaa1abb6e78cbca454,0.0059311287,0.987357,0.006711796
0213aa08bc6a45ab8a50422c971c3a95,0.00524832,0.008527065,0.98622465
021b50be5c714739a4d5ac46567c03f2,0.86529183,0.12684712,0.0078609865
022de0bf63ec45c4b5b49d728fa219e2,0.3628182,0.62592965,0.011252157
02504994ac784bf789c8a837c145e612,0.0043408424,0.15899584,0.83666337
0257970807c740988cc460ddfb1a24c4,0.0081836535,0.0061411536,0.9856753
02582800c9f9412896533116c3d24bec,0.0034710832,0.04922041,0.9473085
0259a4df7d7a4c80a12a259f9618f1c7,0.0044831545,0.062805235,0.93271154
025ce723f6d14428b938cd8e626eea2b,0.0031947054,0.011820287,0.984985
02633da1f54e4ef6989b9d0ed6a197f0,0.018292774,0.9507124,0.030994782
026928bb2e5f4e1391fe7965ce949ebf,0.63720727,0.3574504,0.0053423247
0269bd5f896e414885745a65497fc85f,0.005905861,0.9020964,0.09199774
026a9daf8389440e9d2703622bcde8e7,0.005562745,0.23430894,0.7601284
0274e480a84a4e10a3c4664b814474dc,0.0043782187,0.01645977,0.979162
0275f2df2e724bdab43c836309458992,0.014476163,0.95980537,0.025718432
02777c458f37456eb044aee338527659,0.33492446,0.65614325,0.008932215
027da5daf229409dbb4f2530f050b0d7,0.51072055,0.47670898,0.012570447
02966f301b034d609497ac60601880b4,0.0045376727,0.9749839,0.0204785
02a133b741094341a5facb231bb94437,0.0028879426,0.020411143,0.97670084
02a264f3076e4079904ab4391df3690e,0.0067735105,0.91007626,0.08315016
02a2f7e7236c494fb24a8161cbc6d8d2,0.004590881,0.010899744,0.9845094
02af201cde4d4c62b7b28e3f54bb8d17,0.9357083,0.023028146,0.041263547
02b9d533879947a5a1b855092b763b66,0.0024102107,0.010462082,0.98712766
02c35b9a4a724bf992b171107acb8388,0.045209393,0.9460981,0.008692512
02cec51cb968463a98845a6dfbdeacf5,0.043710597,0.21736513,0.73892426
02ee82f4e9bb49a0b87361dcff6fb1d0,0.3364814,0.63654816,0.026970448
02f22388bb324f088bab36433abd008a,0.0032152266,0.013868767,0.982916
02f2431c7f9f4acb91407c7df33c199d,0.038510043,0.9511201,0.010369839
02fcab7c883d4a5f888e8906b6cf1c4a,0.006298756,0.029349329,0.9643519
03073ff3f9784af59a8843e35ad83f5c,0.45974958,0.5331085,0.00714191
03083e7bc95b44e5b73232ed73f9d117,0.029467013,0.6915442,0.27898875
030b1eb99b5d4a85883b6004ac2240e6,0.0025322842,0.02826228,0.96920544
0339573530ed40898b95cfa0cea30989,0.01036135,0.98485965,0.0047790078
033f3c91e0b64e3fb893de15fd2def15,0.9177426,0.04293121,0.03932613
033fd8e66f7241968dbd6e90b59f7be6,0.0020896238,0.01358253,0.9843278
0346601976574857b137c8ab05d91cfb,0.0069547086,0.969288,0.023757245
034b48ee51c1438ea6420a889e0380ff,0.0060179955,0.8495298,0.14445218
03837c890e7f4cc593835d4456833c60,0.0032389315,0.008927082,0.987834
038a94e373ee474ba6e9c8c78fa2dcb3,0.62534523,0.10346594,0.2711888
03979c2eeaa64b029601abbab45445a8,0.733291,0.25484008,0.011868924
03b9bda4ee794617a2560b58987af79c,0.90086913,0.041595366,0.05753543
03be3376848c41cc83e0ce417031ca8f,0.06629433,0.8679503,0.06575539
03c3cc9184534394b8a103fff8d4beb6,0.04177895,0.93981457,0.018406449
