id,label_0,label_1,label_2
00005a3efe934a19adc0b69b05faeae7,0.6718224,0.325117,0.0030605707
0009dc82c41341d794837271d4dbff5f,0.009255403,0.96309364,0.027650934
000f3763b6074588817c9ab90a22a814,0.003753911,0.98317635,0.013069795
00117934dbe240068c95b6d04b08eea7,0.00873774,0.98822623,0.0030359654
0014cef5ccfa43b3a6b20162a03763fa,0.37452272,0.3544346,0.2710427
0015fb20dbd54d249a50559789f43c52,0.82232606,0.17371105,0.003962948
002a0b77fded4ae1abaa8ed9f2ad0824,0.9685227,0.0115461545,0.019931044
002c023ddb7343fdb8b3652ace2ded15,0.059024163,0.92665106,0.014324794
002daa98e1b240679212a1b7a0402996,0.038501903,0.5514717,0.41002637
00305089bee5422ca2423176c448e91a,0.0024785735,0.0025631934,0.9949582
00326db52586478f80d3c23908b32c69,0.05240075,0.94433457,0.003264717
0035484c19a94cbb96d9e552cfddf43d,0.0043288283,0.00279921,0.99287194
00369ae2c2d94f28a0912d6166e05ef3,0.0019057074,0.0051916745,0.9929026
004034b54f0340f7b3fa5265c5921ba2,0.0036454163,0.002795055,0.9935595
0046be86e6a14b30ae7aa09b5a61bace,0.5351113,0.46143627,0.0034524528
005602f337e44d1f96afecc6c65b8a66,0.013891192,0.3153296,0.67077917
00562b5dfb8a4e4db3a958cd3488583a,0.77124983,0.22476126,0.003988915
0066cf2839b943689cc059e775be6ec4,0.005229906,0.9931611,0.0016089922
006789970e694f82a62a72f85c16dc48,0.0050649107,0.9932775,0.0016576187
0068ad4e79c140cfa9e2534415bb9134,0.0033062997,0.002706221,0.99398744
0073c20837eb406dbe4c497015e1ccea,0.009915661,0.98835295,0.001731439
007da0014e584743b1ffbbddc4376520,0.005275592,0.99100727,0.0037171456
008e5bbd2bc548e4bd0948f64cd881c3,0.0024770612,0.0032035152,0.9943193
00902cb2409b4ea5a0cf3f43e53bb5bb,0.0033007234,0.0027141285,0.9939851
009bbefa36bf48c7b6f54423b9e16675,0.0016118748,0.003651216,0.99473685
009f3de0b6e6485197526d6672d3b4d3,0.0025926149,0.0036408284,0.99376655
00a9e3be90544e748c117ff8e364369e,0.97255,0.021461666,0.0059884298
00cca63aee8e4af5a60fbbfa9d3fbb68,0.00378649,0.99425983,0.001953684
00e0421bb7e94477bc9eec08e5c4af65,0.00406584,0.0045526936,0.99138147
00f3ff6192094cdbb0ba23cd0f443ebc,0.0024041797,0.003924233,0.99367166
00f70776dd6c407a8c9e8924c0f7cdb9,0.01509864,0.9150167,0.069884665
00fa4c4c1fac42a3ac758b02266dc97e,0.0014964249,0.010316553,0.988187
01050f001aa543f79544021a58578ffa,0.00921468,0.9831382,0.007647106
012e9533b8f544a8a36f24dcdc0df7ac,0.006516401,0.35169953,0.6417841
013714ba1e7b4c069bf18b5e9ad214fe,0.012549109,0.981858,0.005592874
013b273f0512428d94b30c7256858ffc,0.0026969125,0.0046593607,0.9926438
013b4d9b68984824aea96b5e5d7cc140,0.5471834,0.45017302,0.0026435517
013d2f5b15bf4bcaa29239ef7b1c1d8e,0.011648753,0.98628855,0.002062672
013ea9bac7354b11a792826d9f7cde6f,0.4920807,0.10522789,0.40269142
014463a583a94fcfa61c3af185ad8d55,0.0015072218,0.0140319895,0.9844608
0144ad745448456b9099483a0956f3af,0.0040251464,0.9880481,0.007926751
01458ff5d3704ace8c4fd5b4716cbfcf,0.0070208493,0.12016139,0.87281775
015353d2fefb4761bcc86af0b0866917,0.0012007413,0.003108065,0.99569124
015bedbe1b4347618b6705f3e1c1c2a3,0.03608149,0.09267381,0.8712446
